hour,PICP90
6,0.816301703163017
7,0.8191780821917808
8,0.863013698630137
9,0.828310502283105
10,0.8347031963470319
11,0.8552511415525114
12,0.8287671232876712
13,0.7995433789954338
14,0.8
15,0.8301369863013699
16,0.8159817351598173
17,0.8307291666666666
